id,family_name,given_name,birthdate,gender,phone,registration_date,area_id,area_id/id,bank_ids,bank_ids/id,bank_ids/acc_number,bank_ids/bank_id/name,bank_ids/bank_id/id,reg_ids/id,reg_ids/value,reg_ids/id_type/name,reg_ids/id_type/id,z_cst_indv_disability_level,z_cst_indv_cyclone_aug_2022_injured,z_cst_indv_cyclone_aug_2022_lost_primary_source_income,z_cst_indv_cyclone_aug_2022_lost_livestock,z_cst_indv_receive_government_benefits,individual_membership_ids/id,individual_membership_ids/kind/id,individual_membership_ids/kind/name,individual_membership_ids/group/id
__export__.res_partner_75_10d8e757,Pradana,Cinthia,1956-06-27,Female,+62 (054) 249 2671,2022-09-12,,,804659345 - slcb,__export__.res_partner_bank_28_acdbfe04,804659345,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_21_870b05ad,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_74_7ea8adf4
__export__.res_partner_621_8a92bbf9,Laksmiwati,Citra,1963-08-07,Female,+62 (326) 472-9719,2022-08-30,,,715306965 - slcb,__export__.res_partner_bank_482_48c34bbd,715306965,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_449_05ff951d,,,__export__.res_partner_619_9fa0d7a0
__export__.res_partner_339_661f17ab,Mandasari,Clara,2021-10-02,Female,(064) 830 0134,2022-08-21,,,977064924 - slcb,__export__.res_partner_bank_247_60cf5fcc,977064924,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_228_ffb26e52,,,__export__.res_partner_333_d2cb3975
__export__.res_partner_493_be33920f,Yolanda,Cornelia,1927-12-12,Female,+62-001-850-9672,2022-08-27,,,23266651 - slcb,__export__.res_partner_bank_378_d490bc36,23266651,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_350_6e5af456,,,__export__.res_partner_490_fdfef458
__export__.res_partner_639_e5dc0af4,Mayasari,Dacin,2022-09-16,Male,+62-354-771-0093,2022-08-28,,,641990920 - slcb,__export__.res_partner_bank_495_0f673c46,641990920,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_465_7e09be28,,,__export__.res_partner_634_124da1e4
__export__.res_partner_394_f173f852,Najmudin,Dalima,2012-05-23,Female,,2022-08-23,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_272_0e00e1d9,,,__export__.res_partner_388_5f8dffcc
__export__.res_partner_327_4d276e5e,Napitupulu,Dalima,1959-01-04,Female,+62-0742-949-9522,2022-09-08,,,479728021 - slcb,__export__.res_partner_bank_236_23901080,479728021,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_218_23333fc5,,,__export__.res_partner_324_43d20629
__export__.res_partner_325_d518d18b,Saefullah,Dalima,1933-03-07,Female,+62-017-168-4106,2022-09-08,,,467004185 - slcb,__export__.res_partner_bank_234_9187671b,467004185,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_216_b5cd6c79,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_324_43d20629
__export__.res_partner_650_39b22796,Sihotang,Dalima,1984-05-23,Female,085 897 5685,2022-09-14,,,883643648 - slcb,__export__.res_partner_bank_506_d4a641d4,883643648,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_474_fc509940,,,__export__.res_partner_645_7b1b22a8
__export__.res_partner_721_119cf385,Dabukke,Daliono,1971-05-05,Male,+62 (0391) 048-8163,2022-09-11,,,392869131 - slcb,__export__.res_partner_bank_565_983a5a8b,392869131,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_530_fa908e7a,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_715_1d988059
__export__.res_partner_284_8c0b85aa,Suryatmi,Daniswara,1948-01-23,Male,(0659) 980-2372,2022-08-19,,,135026657 - slcb,__export__.res_partner_bank_203_a0211f5b,135026657,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_184_3b39a9ce,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_283_57fbb3d7
__export__.res_partner_541_510b264f,Palastri,Dariati,1989-09-21,Male,(0229) 832-4841,2022-09-04,,,493245623 - slcb,__export__.res_partner_bank_420_0e19520e,493245623,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_387_22ee1c33,,,__export__.res_partner_539_78bb5e3f
__export__.res_partner_122_ba979ed4,Nasyidah,Darijan,1924-09-12,Male,(0481) 770 8833,2022-09-13,,,213071205 - slcb,__export__.res_partner_bank_71_bea95e86,213071205,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_58_d8b01379,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_121_728eca66
__export__.res_partner_335_7390fa8c,Mandasari,Darmaji,2022-08-19,Male,(0787) 443-9526,2022-08-21,,,939468429 - slcb,__export__.res_partner_bank_243_c615d802,939468429,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_224_1f4d5391,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_333_d2cb3975
__export__.res_partner_624_170bffa5,Mulyani,Darmaji,2022-01-13,Male,+62-0423-240-8718,2022-08-30,,,278772983 - slcb,__export__.res_partner_bank_483_3fd61cf6,278772983,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_452_720de9f1,,,__export__.res_partner_619_9fa0d7a0
__export__.res_partner_716_d9ce783a,Dabukke,Darman,1996-10-30,Male,+62 (81) 447 1603,2022-09-11,,,81685748 - slcb,__export__.res_partner_bank_561_32b0bb88,81685748,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_525_81ac3f7f,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_715_1d988059
__export__.res_partner_211_dcf50fbb,Nurdiyanti,Darmana,2000-01-07,Male,+62 (348) 149 8072,2022-08-26,,,900169718 - slcb,__export__.res_partner_bank_145_2c3c2a1f,900169718,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_127_bb37856c,,,__export__.res_partner_209_4abe432f
__export__.res_partner_702_6b900cff,Hariyah,Dartono,2022-02-20,Male,084 698 7690,2022-08-20,,,348559716 - slcb,__export__.res_partner_bank_548_322ce9a1,348559716,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_515_2bc56cac,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_698_29afcdc5
__export__.res_partner_149_50247729,Pradipta,Dartono,2022-01-02,Male,+62 (587) 497 8118,2022-09-07,,,913296901 - slcb,__export__.res_partner_bank_94_56687519,913296901,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_80_6cf62d3c,,,__export__.res_partner_147_123a5eb5
__export__.res_partner_480_1fb55ab1,Suartini,Dartono,2022-06-07,Male,+62 (421) 830 7011,2022-09-12,,,750712211 - slcb,__export__.res_partner_bank_367_8e9c2924,750712211,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_339_51106848,,,__export__.res_partner_475_1328357d
__export__.res_partner_116_d989c488,Astuti,Daru,1967-11-23,Male,+62 (0943) 479 7299,2022-09-06,,,858839646 - slcb,__export__.res_partner_bank_65_0c749cc0,858839646,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_54_f531d95e,,,__export__.res_partner_112_614c40ec
__export__.res_partner_222_2e0f0f59,Puspita,Daryani,1964-06-19,Male,+62-661-889-0247,2022-08-22,,,578252567 - slcb,__export__.res_partner_bank_153_13f0f591,578252567,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_136_64ff5bf2,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_221_6297a0a7
__export__.res_partner_61_b8296733,Wulandari,Dasa,2022-01-05,Male,+62 (0901) 226-2698,2022-08-21,,,873722989 - slcb,__export__.res_partner_bank_15_5c68d223,873722989,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_10_8f1c179f,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_59_eee69bf0
__export__.res_partner_359_039fa665,Pradana,Devi,1995-05-14,Female,+62-920-121-1822,2022-09-05,,,874448517 - slcb,__export__.res_partner_bank_264_8299b17c,874448517,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,TRUE,__export__.g2p_group_membership_244_4a0e4b97,,,__export__.res_partner_356_0afe6b45
__export__.res_partner_71_3ce1b1fc,Wijayanti,Devi,2021-11-26,Female,087 635 5063,2022-09-02,,,173417380 - slcb,__export__.res_partner_bank_25_e87b0a69,173417380,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_18_efca714e,,,__export__.res_partner_69_a9ba2e4d
__export__.res_partner_405_c6d6dae6,Yuniar,Devi,2013-11-20,Female,,2022-08-21,,,,,,,,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_280_60746120,,,__export__.res_partner_403_d91aed46
__export__.res_partner_321_4c0eb88e,Siregar,Dewi,1978-01-10,Female,(003) 459-4982,2022-08-23,,,82681101 - slcb,__export__.res_partner_bank_231_6023f834,82681101,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_213_14662980,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_320_3587382e
__export__.res_partner_628_a2cb20e5,Zulaika,Dewi,1940-05-05,Female,(092) 877-9211,2022-08-30,,,23635755 - slcb,__export__.res_partner_bank_486_278f8b53,23635755,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_455_74f12ba5,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_627_7def55af
__export__.res_partner_460_30a9cc0e,Habibi,Dian,1989-03-12,Female,+62 (094) 137-2569,2022-08-29,,,739944905 - slcb,__export__.res_partner_bank_350_e18e9532,739944905,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_323_f8ad4dcf,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_459_c43487a6
__export__.res_partner_585_8d43b718,Hasanah,Dian,1952-11-24,Female,088 058 9399,2022-09-14,,,614006579 - slcb,__export__.res_partner_bank_452_0eb459c0,614006579,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_421_a5f37574,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_584_1edc574f
__export__.res_partner_554_d06a98e6,Lestari,Dian,1936-12-05,Female,+62 (719) 933 7906,2022-09-03,,,275288388 - slcb,__export__.res_partner_bank_429_f8d2991d,275288388,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_397_7709d60c,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_553_4fa17551
__export__.res_partner_132_1d7aa92f,Hakim,Diana,1985-02-05,Female,+62-807-172-8568,2022-09-07,,,290781341 - slcb,__export__.res_partner_bank_79_f949cdcd,290781341,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_67_09a500b9,,,__export__.res_partner_129_d9c01676
__export__.res_partner_271_2d5141f1,Hartati,Diana,2000-01-04,Female,+62 (698) 363 3922,2022-08-26,,,103600514 - slcb,__export__.res_partner_bank_190_2d25fafe,103600514,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_175_9260f324,,,__export__.res_partner_268_2d0b04ae
__export__.res_partner_62_82033adc,Lailasari,Diana,1985-01-20,Female,+62-49-574-6626,2022-08-21,,,391096563 - slcb,__export__.res_partner_bank_16_07b45a29,391096563,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_11_84a1d0ee,,,__export__.res_partner_59_eee69bf0
__export__.res_partner_109_e300a84d,Prasetya,Diana,1991-03-17,Female,(062) 624 0113,2022-09-06,,,79791157 - slcb,__export__.res_partner_bank_58_70955107,79791157,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_48_a1b0cfa9,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_108_43d56740
__export__.res_partner_488_23d07267,Aryani,Dimas,2021-11-17,Male,+62-668-049-0274,2022-09-08,,,736033227 - slcb,__export__.res_partner_bank_373_67c3c920,736033227,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_346_e885e0f9,,,__export__.res_partner_482_f9ec834a
__export__.res_partner_217_aa46dc10,Wahyuni,Dimas,2022-09-12,Male,+62-0557-266-9939,2022-09-16,,,417509409 - slcb,__export__.res_partner_bank_149_ce8cbe12,417509409,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_132_aa08ebaf,,,__export__.res_partner_213_4d118f0b
__export__.res_partner_76_e745bec7,Pradana,Dimaz,2011-08-17,Male,,2022-09-12,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_22_f71142c8,,,__export__.res_partner_74_7ea8adf4
__export__.res_partner_158_be6839d0,Usamah,Dimaz,1998-03-17,Male,087 522 0086,2022-09-11,,,148137928 - slcb,__export__.res_partner_bank_101_92572f04,148137928,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_87_37e17d55,,,__export__.res_partner_156_714d073b
__export__.res_partner_311_def32cfa,Sihombing,Dipa,1973-03-10,Male,+62 (0033) 570-6058,2022-08-31,,,202098878 - slcb,__export__.res_partner_bank_223_f9519a42,202098878,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_205_c0fc6a26,,,__export__.res_partner_306_4b37657b
__export__.res_partner_622_2c6dd745,Laksmiwati,Dono,2019-05-14,Male,,2022-08-30,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_450_7fc81e21,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_619_9fa0d7a0
__export__.res_partner_85_f9a875a5,Najmudin,Dono,1947-10-26,Male,+62-605-791-2128,2022-08-28,,,232687193 - slcb,__export__.res_partner_bank_35_e8c27afa,232687193,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_29_0a7d6dd0,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_84_90d8b8c8
__export__.res_partner_363_91735fa6,Hutapea,Drajat,2021-11-02,Male,+62 (030) 057-3241,2022-09-14,,,558449265 - slcb,__export__.res_partner_bank_267_c48d599f,558449265,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_247_d0e06614,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_360_2b7616eb
__export__.res_partner_159_8233de32,Usamah,Edison,1951-07-14,Male,+62 (067) 177-9842,2022-09-11,,,907104646 - slcb,__export__.res_partner_bank_102_c7b57067,907104646,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_88_4b8d478d,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_156_714d073b
__export__.res_partner_623_3c7bdf2f,Laksmiwati,Edward,2016-08-09,Male,,2022-08-30,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_451_595db59b,,,__export__.res_partner_619_9fa0d7a0
__export__.res_partner_214_4c39badb,Wahyuni,Edward,1925-09-23,Male,+62-26-307-2904,2022-09-16,,,963109862 - slcb,__export__.res_partner_bank_148_c1696814,963109862,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,TRUE,__export__.g2p_group_membership_129_d9b7c2c9,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_213_4d118f0b
__export__.res_partner_248_b491c74b,Usamah,Ega,1974-12-13,Male,+62-92-818-9095,2022-09-01,,,130334478 - slcb,__export__.res_partner_bank_171_9963514f,130334478,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_156_d03fb8c3,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_247_77e14316
__export__.res_partner_281_1df6fc11,Maryadi,Eka,1982-05-26,Female,+62 (026) 155 8156,2022-09-01,,,266592472 - slcb,__export__.res_partner_bank_200_8fdb01b4,266592472,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_182_da9548e2,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_279_1e32a461
__export__.res_partner_735_58d954ca,Purnawati,Eka,1931-01-17,Male,(0080) 869 5424,2022-09-05,,,831664436 - slcb,__export__.res_partner_bank_578_461a5e15,831664436,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_540_4e46bf53,,,__export__.res_partner_733_4b98667e
__export__.res_partner_483_4047febb,Aryani,Ella,1948-08-29,Female,085 090 1072,2022-09-08,,,323712744 - slcb,__export__.res_partner_bank_370_41bcdbe5,323712744,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_341_6915adca,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_482_f9ec834a
__export__.res_partner_357_7f415ec8,Pradana,Ella,1949-09-17,Female,+62 (227) 888 5010,2022-09-05,,,367356627 - slcb,__export__.res_partner_bank_263_29489f14,367356627,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_242_ba8df262,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_356_0afe6b45
__export__.res_partner_573_d0ce02b7,Napitupulu,Elma,2021-12-18,Female,(0911) 503-9502,2022-08-24,,,617498575 - slcb,__export__.res_partner_bank_443_15dbe907,617498575,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_412_9283c7f1,,,__export__.res_partner_571_e684d4bb
__export__.res_partner_123_584b7edf,Nasyidah,Elma,2021-10-23,Female,+62-066-723-1880,2022-09-13,,,41544443 - slcb,__export__.res_partner_bank_72_217de9ec,41544443,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_59_1d0c970e,,,__export__.res_partner_121_728eca66
__export__.res_partner_620_538bf9e9,Laksmiwati,Elon,2004-03-04,Male,+62 (461) 167-0843,2022-08-30,,,418365859 - slcb,__export__.res_partner_bank_481_6de8e90a,418365859,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_448_36fff764,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_619_9fa0d7a0
__export__.res_partner_366_e1ae677a,Gunawan,Eluh,1985-08-16,Male,(0157) 548-1256,2022-09-14,,,664935631 - slcb,__export__.res_partner_bank_270_dab75d87,664935631,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_249_47a97938,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_365_bd747962
__export__.res_partner_665_00aeaeff,Suryono,Elvin,2021-10-05,Male,+62-0478-261-2034,2022-09-08,,,960971872 - slcb,__export__.res_partner_bank_518_9176da57,960971872,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_486_28abcb29,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_663_609e5452
__export__.res_partner_314_3bcbe2b2,Prabowo,Elvina,1933-11-20,Female,+62 (843) 770-4794,2022-08-24,,,941367849 - slcb,__export__.res_partner_bank_226_675beb7f,941367849,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,TRUE,__export__.g2p_group_membership_207_1f91a2eb,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_313_a57cd737
__export__.res_partner_658_0c67fb07,Pratama,Elvina,2022-02-26,Female,(0596) 191-9231,2022-08-31,,,137219813 - slcb,__export__.res_partner_bank_512_23799311,137219813,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_480_a2412d8a,,,__export__.res_partner_656_f43e2bbe
__export__.res_partner_160_a89191a6,Usamah,Emas,2012-01-03,Male,,2022-09-11,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_89_52c211b4,,,__export__.res_partner_156_714d073b
__export__.res_partner_367_8796c0c3,Gunawan,Emin,1973-05-05,Male,0858296657,2022-09-14,,,997368697 - slcb,__export__.res_partner_bank_271_2bf9fde5,997368697,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_250_be902e81,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_365_bd747962
__export__.res_partner_392_a99d53ff,Najmudin,Empluk,1944-09-04,Male,+62-072-645-1559,2022-08-23,,,571310635 - slcb,__export__.res_partner_bank_292_b732f825,571310635,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_270_bd5bc6e3,,,__export__.res_partner_388_5f8dffcc
__export__.res_partner_453_8f0d628e,Putra,Empluk,2021-11-23,Male,+62-398-109-4833,2022-09-15,,,288086980 - slcb,__export__.res_partner_bank_344_0e4d4e80,288086980,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_318_8fd0174d,,,__export__.res_partner_450_6b0fba9a
__export__.res_partner_228_aa6dcefd,Latupono,Endah,2022-01-05,Female,+62 (070) 496-2576,2022-09-03,,,638320546 - slcb,__export__.res_partner_bank_156_e5742c12,638320546,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_141_cd071cbe,,,__export__.res_partner_225_5c43a928
__export__.res_partner_218_af7cd858,Puspasari,Endah,2022-08-14,Female,(0302) 877 7514,2022-09-16,,,321309851 - slcb,__export__.res_partner_bank_150_9114758e,321309851,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_133_0f98c3e0,,,__export__.res_partner_213_4d118f0b
__export__.res_partner_651_2da551a8,Sihotang,Erik,1991-03-05,Male,+62-203-821-1905,2022-09-14,,,334869044 - slcb,__export__.res_partner_bank_507_a78a8725,334869044,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,TRUE,FALSE,__export__.g2p_group_membership_475_b57979cb,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_645_7b1b22a8
__export__.res_partner_400_aa20eb67,Fujiati,Estiawan,2004-09-05,Male,+62-40-070-3952,2022-08-30,,,376461114 - slcb,__export__.res_partner_bank_299_9cc770a0,376461114,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_276_f4ff65ff,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_398_b6175d23
__export__.res_partner_56_85654a16,Hakim,Estiawan,2022-01-31,Male,+62 (096) 571 2450,2022-09-04,,,111270170 - slcb,__export__.res_partner_bank_10_116f8299,111270170,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_6_8611c793,,,__export__.res_partner_54_6f283298
__export__.res_partner_65_12edc99e,Sitorus,Estiono,1975-12-06,Male,0852818101,2022-08-20,,,773126010 - slcb,__export__.res_partner_bank_19_17accfbd,773126010,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_13_e2043c61,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_64_8c3503e6
__export__.res_partner_474_a8a217bf,Siregar,Eva,2022-08-30,Female,0867054977,2022-09-07,,,264419671 - slcb,__export__.res_partner_bank_362_325d9ce4,264419671,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_334_3b02a5d8,,,__export__.res_partner_471_ff0a504e
__export__.res_partner_719_a364a012,Dabukke,Faizah,2022-01-28,Female,+62 (0675) 381-5911,2022-09-11,,,946904192 - slcb,__export__.res_partner_bank_563_e5db794f,946904192,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_528_0f8d670b,,,__export__.res_partner_715_1d988059
__export__.res_partner_613_d53cef41,Samosir,Faizah,1997-07-25,Female,+62 (033) 474 7367,2022-09-09,,,366002501 - slcb,__export__.res_partner_bank_476_490b69dc,366002501,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_443_f4a35165,,,__export__.res_partner_610_4a34b676
__export__.res_partner_411_ae7c6da7,Jailani,Farah,2021-02-18,Female,,2022-08-28,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_285_452b25ca,,,__export__.res_partner_407_429041e9
__export__.res_partner_540_1f879102,Palastri,Farah,1933-04-30,Female,+62 (048) 585 3047,2022-09-04,,,358350253 - slcb,__export__.res_partner_bank_419_cb4ff91f,358350253,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_386_92f90e07,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_539_78bb5e3f
__export__.res_partner_724_3b9868e8,Maheswara,Farhunnisa,2000-05-18,Female,+62-602-480-9957,2022-08-28,,,170611634 - slcb,__export__.res_partner_bank_568_165c4e9a,170611634,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_532_cf3a7871,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_723_ecee81c9
